emissions_key,emissions_id,date_key,location_key,emissions_category,unit_of_measure,co2_emissions
61462,EMS-061462,20211113,46,Direct Emissions,kg,626.33
61463,EMS-061463,20191028,69,Direct Emissions,kg,183.942
61464,EMS-061464,20240208,100,Purchased Energy,kg,675.787
61465,EMS-061465,20220626,76,Direct Emissions,kg,378.809
61466,EMS-061466,20220613,54,Direct Emissions,kg,483.569
61467,EMS-061467,20220321,23,Purchased Energy,kg,511.581
61468,EMS-061468,20200731,70,Transportation,kg,894.858
61469,EMS-061469,20220115,85,Purchased Energy,kg,570.918
61470,EMS-061470,20201211,4,Direct Emissions,kg,1219.134
61471,EMS-061471,20250714,75,Direct Emissions,kg,1417.674
61472,EMS-061472,20211129,51,Purchased Energy,kg,2082.076
61473,EMS-061473,20231212,22,Purchased Energy,kg,1033.756
61474,EMS-061474,20221228,31,Direct Emissions,kg,567.758
61475,EMS-061475,20250419,44,Direct Emissions,kg,1449.585
61476,EMS-061476,20230407,99,Direct Emissions,kg,929.465
61477,EMS-061477,20190422,64,Purchased Energy,kg,935.126
61478,EMS-061478,20250722,23,Purchased Energy,kg,800.828
61479,EMS-061479,20221104,33,Transportation,kg,3082.609
61480,EMS-061480,20240817,13,Direct Emissions,kg,2289.0
61481,EMS-061481,20200913,15,Direct Emissions,kg,1056.139
61482,EMS-061482,20241202,89,Direct Emissions,kg,667.116
61483,EMS-061483,20200519,85,Purchased Energy,kg,238.255
61484,EMS-061484,20190503,88,Direct Emissions,kg,967.003
61485,EMS-061485,20250105,89,Direct Emissions,kg,462.135
61486,EMS-061486,20220808,46,Direct Emissions,kg,907.929
61487,EMS-061487,20221210,33,Purchased Energy,kg,388.602
61488,EMS-061488,20231126,79,Purchased Energy,kg,991.772
61489,EMS-061489,20211102,31,Direct Emissions,kg,390.113
61490,EMS-061490,20230418,69,Direct Emissions,kg,1202.324
61491,EMS-061491,20230502,31,Transportation,kg,2317.493
61492,EMS-061492,20211125,14,Purchased Energy,kg,427.616
61493,EMS-061493,20231130,75,Transportation,kg,3747.505
61494,EMS-061494,20191224,4,Direct Emissions,kg,602.524
61495,EMS-061495,20240419,35,Direct Emissions,kg,916.381
61496,EMS-061496,20230911,71,Direct Emissions,kg,1148.054
61497,EMS-061497,20250530,48,Direct Emissions,kg,2059.68
61498,EMS-061498,20190329,7,Direct Emissions,kg,305.232
61499,EMS-061499,20211002,67,Purchased Energy,kg,263.614
61500,EMS-061500,20210313,46,Direct Emissions,kg,628.399
61501,EMS-061501,20201124,52,Purchased Energy,kg,337.069
61502,EMS-061502,20200906,66,Direct Emissions,kg,732.08
61503,EMS-061503,20210915,61,Purchased Energy,kg,395.008
61504,EMS-061504,20221003,12,Direct Emissions,kg,724.046
61505,EMS-061505,20251116,61,Direct Emissions,kg,3672.753
61506,EMS-061506,20200229,57,Transportation,kg,283.25
61507,EMS-061507,20200227,52,Purchased Energy,kg,346.119
61508,EMS-061508,20210112,18,Transportation,kg,1273.174
61509,EMS-061509,20211023,2,Purchased Energy,kg,369.012
61510,EMS-061510,20250121,24,Purchased Energy,kg,206.99
61511,EMS-061511,20190819,44,Purchased Energy,kg,454.912
61512,EMS-061512,20200512,9,Purchased Energy,kg,483.971
61513,EMS-061513,20250601,74,Purchased Energy,kg,1762.109
61514,EMS-061514,20220911,61,Direct Emissions,kg,730.856
61515,EMS-061515,20241104,39,Direct Emissions,kg,1236.384
61516,EMS-061516,20250113,16,Direct Emissions,kg,721.1
61517,EMS-061517,20250823,79,Direct Emissions,kg,894.385
61518,EMS-061518,20230916,46,Purchased Energy,kg,832.773
61519,EMS-061519,20231205,88,Purchased Energy,kg,377.305
61520,EMS-061520,20250506,72,Direct Emissions,kg,959.757
61521,EMS-061521,20250625,34,Purchased Energy,kg,272.538
61522,EMS-061522,20220925,51,Direct Emissions,kg,1366.394
61523,EMS-061523,20190819,21,Transportation,kg,502.357
61524,EMS-061524,20210516,18,Purchased Energy,kg,440.31
61525,EMS-061525,20211012,19,Purchased Energy,kg,737.702
61526,EMS-061526,20250627,44,Purchased Energy,kg,702.345
61527,EMS-061527,20201226,30,Purchased Energy,kg,1403.807
61528,EMS-061528,20190917,99,Purchased Energy,kg,1060.936
61529,EMS-061529,20200317,96,Purchased Energy,kg,435.827
61530,EMS-061530,20220713,42,Purchased Energy,kg,859.483
61531,EMS-061531,20200701,40,Purchased Energy,kg,309.637
61532,EMS-061532,20210518,68,Purchased Energy,kg,93.365
61533,EMS-061533,20220117,86,Purchased Energy,kg,1225.454
61534,EMS-061534,20220803,1,Purchased Energy,kg,660.084
61535,EMS-061535,20210904,65,Purchased Energy,kg,1258.79
61536,EMS-061536,20241218,48,Purchased Energy,kg,1008.057
61537,EMS-061537,20221016,63,Purchased Energy,kg,1233.264
61538,EMS-061538,20250408,6,Transportation,kg,1932.727
61539,EMS-061539,20231021,53,Direct Emissions,kg,711.364
61540,EMS-061540,20230207,31,Direct Emissions,kg,2083.102
61541,EMS-061541,20210419,54,Purchased Energy,kg,454.404
61542,EMS-061542,20220218,21,Direct Emissions,kg,952.162
61543,EMS-061543,20210105,94,Direct Emissions,kg,1189.962
61544,EMS-061544,20220829,39,Direct Emissions,kg,849.738
61545,EMS-061545,20200926,62,Direct Emissions,kg,127.447
61546,EMS-061546,20231116,41,Purchased Energy,kg,1896.377
61547,EMS-061547,20241128,97,Direct Emissions,kg,392.07
61548,EMS-061548,20210523,7,Purchased Energy,kg,811.498
61549,EMS-061549,20201124,92,Direct Emissions,kg,374.119
61550,EMS-061550,20250125,85,Purchased Energy,kg,353.505
61551,EMS-061551,20241018,15,Direct Emissions,kg,1291.455
61552,EMS-061552,20190703,55,Purchased Energy,kg,144.747
61553,EMS-061553,20190611,70,Purchased Energy,kg,533.125
61554,EMS-061554,20191003,38,Direct Emissions,kg,1006.977
61555,EMS-061555,20201107,20,Direct Emissions,kg,571.352
61556,EMS-061556,20190804,59,Direct Emissions,kg,730.463
61557,EMS-061557,20201113,2,Direct Emissions,kg,312.199
61558,EMS-061558,20201023,17,Purchased Energy,kg,1279.445
61559,EMS-061559,20230212,63,Purchased Energy,kg,941.626
61560,EMS-061560,20191107,80,Direct Emissions,kg,1109.803
61561,EMS-061561,20191216,56,Direct Emissions,kg,298.748
61562,EMS-061562,20210511,51,Direct Emissions,kg,1197.492
61563,EMS-061563,20230212,43,Purchased Energy,kg,745.699
61564,EMS-061564,20220714,73,Direct Emissions,kg,640.41
61565,EMS-061565,20221020,57,Direct Emissions,kg,1873.888
61566,EMS-061566,20200504,14,Transportation,kg,542.426
61567,EMS-061567,20220907,79,Purchased Energy,kg,2001.317
61568,EMS-061568,20230519,3,Direct Emissions,kg,820.615
61569,EMS-061569,20210627,39,Direct Emissions,kg,238.961
61570,EMS-061570,20240317,48,Direct Emissions,kg,1946.736
61571,EMS-061571,20250223,10,Direct Emissions,kg,412.405
61572,EMS-061572,20241205,37,Purchased Energy,kg,337.522
61573,EMS-061573,20201203,47,Direct Emissions,kg,455.981
61574,EMS-061574,20190630,56,Purchased Energy,kg,578.217
61575,EMS-061575,20210916,43,Direct Emissions,kg,687.249
61576,EMS-061576,20231025,72,Purchased Energy,kg,816.594
61577,EMS-061577,20210528,50,Direct Emissions,kg,806.646
61578,EMS-061578,20250704,73,Direct Emissions,kg,1667.286
61579,EMS-061579,20240320,17,Purchased Energy,kg,2182.666
61580,EMS-061580,20210418,10,Direct Emissions,kg,3928.881
61581,EMS-061581,20251102,30,Direct Emissions,kg,1048.669
61582,EMS-061582,20190731,90,Purchased Energy,kg,654.684
61583,EMS-061583,20200117,3,Purchased Energy,kg,728.391
61584,EMS-061584,20220615,38,Direct Emissions,kg,790.403
61585,EMS-061585,20200401,55,Purchased Energy,kg,744.544
61586,EMS-061586,20250827,54,Transportation,kg,480.048
61587,EMS-061587,20200211,23,Direct Emissions,kg,675.112
61588,EMS-061588,20240912,5,Purchased Energy,kg,386.293
61589,EMS-061589,20231019,30,Purchased Energy,kg,399.135
61590,EMS-061590,20240616,86,Direct Emissions,kg,1313.812
61591,EMS-061591,20250724,3,Purchased Energy,kg,804.755
61592,EMS-061592,20201207,23,Purchased Energy,kg,737.235
61593,EMS-061593,20190910,88,Direct Emissions,kg,1150.782
61594,EMS-061594,20230410,41,Transportation,kg,2333.032
61595,EMS-061595,20210104,41,Direct Emissions,kg,522.942
61596,EMS-061596,20231015,43,Direct Emissions,kg,937.199
61597,EMS-061597,20220206,5,Purchased Energy,kg,217.042
61598,EMS-061598,20190531,17,Transportation,kg,2094.635
61599,EMS-061599,20231106,79,Direct Emissions,kg,2055.009
61600,EMS-061600,20220716,47,Direct Emissions,kg,840.14
61601,EMS-061601,20220614,7,Direct Emissions,kg,3666.404
61602,EMS-061602,20230805,36,Purchased Energy,kg,471.056
61603,EMS-061603,20190911,70,Transportation,kg,4443.695
61604,EMS-061604,20250115,97,Direct Emissions,kg,979.153
61605,EMS-061605,20190116,82,Transportation,kg,650.213
61606,EMS-061606,20230912,91,Direct Emissions,kg,379.858
61607,EMS-061607,20231207,1,Direct Emissions,kg,301.763
61608,EMS-061608,20250115,94,Purchased Energy,kg,486.307
61609,EMS-061609,20210715,13,Direct Emissions,kg,545.897
61610,EMS-061610,20200816,28,Direct Emissions,kg,3261.39
61611,EMS-061611,20190118,35,Transportation,kg,1212.933
61612,EMS-061612,20220129,89,Direct Emissions,kg,151.442
61613,EMS-061613,20201005,22,Purchased Energy,kg,234.007
61614,EMS-061614,20240319,84,Transportation,kg,2305.677
61615,EMS-061615,20240915,74,Purchased Energy,kg,467.897
61616,EMS-061616,20190904,33,Purchased Energy,kg,537.259
61617,EMS-061617,20201130,95,Direct Emissions,kg,947.847
61618,EMS-061618,20220719,73,Purchased Energy,kg,582.228
61619,EMS-061619,20230702,81,Transportation,kg,4342.265
61620,EMS-061620,20230529,14,Direct Emissions,kg,181.089
61621,EMS-061621,20241029,51,Purchased Energy,kg,273.694
61622,EMS-061622,20190727,7,Transportation,kg,941.089
61623,EMS-061623,20211219,73,Direct Emissions,kg,467.675
61624,EMS-061624,20230126,8,Direct Emissions,kg,377.504
61625,EMS-061625,20250924,24,Purchased Energy,kg,307.362
61626,EMS-061626,20241201,36,Purchased Energy,kg,2995.909
61627,EMS-061627,20211023,85,Purchased Energy,kg,1240.515
61628,EMS-061628,20200514,36,Purchased Energy,kg,600.549
61629,EMS-061629,20240226,65,Purchased Energy,kg,1386.072
61630,EMS-061630,20241102,95,Purchased Energy,kg,788.187
61631,EMS-061631,20250812,74,Direct Emissions,kg,372.419
61632,EMS-061632,20200303,100,Purchased Energy,kg,242.583
61633,EMS-061633,20200803,27,Purchased Energy,kg,1675.829
61634,EMS-061634,20190518,57,Transportation,kg,541.501
61635,EMS-061635,20241128,66,Purchased Energy,kg,464.657
61636,EMS-061636,20190121,1,Direct Emissions,kg,464.528
61637,EMS-061637,20250301,49,Transportation,kg,400.883
61638,EMS-061638,20200129,77,Transportation,kg,1493.586
61639,EMS-061639,20221121,78,Purchased Energy,kg,534.854
61640,EMS-061640,20240518,49,Purchased Energy,kg,1075.932
61641,EMS-061641,20251006,69,Purchased Energy,kg,1437.425
61642,EMS-061642,20220130,94,Direct Emissions,kg,477.635
61643,EMS-061643,20201211,46,Purchased Energy,kg,546.172
61644,EMS-061644,20190917,76,Transportation,kg,2035.063
61645,EMS-061645,20221205,77,Direct Emissions,kg,666.287
61646,EMS-061646,20190913,82,Purchased Energy,kg,937.626
61647,EMS-061647,20200421,2,Transportation,kg,1072.238
61648,EMS-061648,20240506,63,Direct Emissions,kg,1511.416
61649,EMS-061649,20200408,86,Direct Emissions,kg,469.106
61650,EMS-061650,20240320,46,Direct Emissions,kg,529.895
61651,EMS-061651,20220219,13,Purchased Energy,kg,1073.98
61652,EMS-061652,20210527,93,Purchased Energy,kg,500.086
61653,EMS-061653,20230525,19,Direct Emissions,kg,1863.853
61654,EMS-061654,20250101,54,Purchased Energy,kg,534.085
61655,EMS-061655,20220504,1,Purchased Energy,kg,624.281
61656,EMS-061656,20231218,58,Purchased Energy,kg,194.442
61657,EMS-061657,20200327,43,Direct Emissions,kg,1339.167
61658,EMS-061658,20221014,50,Direct Emissions,kg,616.972
61659,EMS-061659,20240603,86,Purchased Energy,kg,761.972
61660,EMS-061660,20240311,14,Purchased Energy,kg,1244.619
61661,EMS-061661,20210401,6,Purchased Energy,kg,397.808
61662,EMS-061662,20240420,47,Direct Emissions,kg,1628.421
61663,EMS-061663,20250111,62,Direct Emissions,kg,1797.744
61664,EMS-061664,20230929,12,Purchased Energy,kg,862.044
61665,EMS-061665,20240326,73,Transportation,kg,672.245
61666,EMS-061666,20240607,42,Transportation,kg,1314.325
61667,EMS-061667,20251230,58,Transportation,kg,462.635
61668,EMS-061668,20210822,73,Direct Emissions,kg,409.59
61669,EMS-061669,20191203,61,Purchased Energy,kg,736.059
61670,EMS-061670,20200214,38,Purchased Energy,kg,740.858
61671,EMS-061671,20240615,37,Direct Emissions,kg,404.157
61672,EMS-061672,20190223,14,Purchased Energy,kg,263.858
61673,EMS-061673,20190520,86,Purchased Energy,kg,1476.008
61674,EMS-061674,20220806,21,Direct Emissions,kg,2311.089
61675,EMS-061675,20230322,16,Direct Emissions,kg,265.296
61676,EMS-061676,20250629,29,Purchased Energy,kg,1585.383
61677,EMS-061677,20210821,55,Purchased Energy,kg,399.104
61678,EMS-061678,20240429,33,Purchased Energy,kg,935.847
61679,EMS-061679,20240721,86,Direct Emissions,kg,910.82
61680,EMS-061680,20250330,60,Purchased Energy,kg,371.544
61681,EMS-061681,20240723,23,Direct Emissions,kg,1000.673
61682,EMS-061682,20190217,64,Direct Emissions,kg,555.023
61683,EMS-061683,20230418,78,Direct Emissions,kg,1653.946
61684,EMS-061684,20210725,12,Direct Emissions,kg,414.805
61685,EMS-061685,20200526,42,Purchased Energy,kg,871.807
61686,EMS-061686,20231021,64,Transportation,kg,838.604
61687,EMS-061687,20220702,97,Purchased Energy,kg,786.545
61688,EMS-061688,20210729,41,Direct Emissions,kg,1018.161
61689,EMS-061689,20240101,42,Transportation,kg,976.817
61690,EMS-061690,20230415,8,Direct Emissions,kg,1914.071
61691,EMS-061691,20241231,19,Purchased Energy,kg,523.654
61692,EMS-061692,20210819,2,Transportation,kg,1787.283
61693,EMS-061693,20250219,30,Purchased Energy,kg,532.712
61694,EMS-061694,20200810,61,Purchased Energy,kg,393.662
61695,EMS-061695,20200628,100,Purchased Energy,kg,550.168
61696,EMS-061696,20240516,43,Direct Emissions,kg,519.088
61697,EMS-061697,20250329,8,Direct Emissions,kg,193.797
61698,EMS-061698,20251225,69,Purchased Energy,kg,293.327
61699,EMS-061699,20241226,74,Purchased Energy,kg,203.951
61700,EMS-061700,20230207,91,Direct Emissions,kg,691.963
61701,EMS-061701,20191222,8,Transportation,kg,531.282
61702,EMS-061702,20200601,25,Purchased Energy,kg,388.108
61703,EMS-061703,20200103,64,Purchased Energy,kg,1362.021
61704,EMS-061704,20250112,8,Purchased Energy,kg,544.841
61705,EMS-061705,20240513,64,Direct Emissions,kg,270.623
61706,EMS-061706,20240227,22,Purchased Energy,kg,613.561
61707,EMS-061707,20190707,47,Purchased Energy,kg,373.671
61708,EMS-061708,20240225,48,Direct Emissions,kg,530.013
61709,EMS-061709,20230827,94,Direct Emissions,kg,999.039
61710,EMS-061710,20210910,33,Direct Emissions,kg,1190.756
61711,EMS-061711,20231208,46,Purchased Energy,kg,182.429
61712,EMS-061712,20210612,81,Purchased Energy,kg,460.742
61713,EMS-061713,20230104,82,Purchased Energy,kg,795.254
61714,EMS-061714,20191229,72,Purchased Energy,kg,466.121
61715,EMS-061715,20201222,76,Purchased Energy,kg,364.97
61716,EMS-061716,20230710,40,Purchased Energy,kg,658.748
61717,EMS-061717,20221127,38,Direct Emissions,kg,1567.047
61718,EMS-061718,20200826,99,Direct Emissions,kg,638.116
61719,EMS-061719,20210621,66,Direct Emissions,kg,648.697
61720,EMS-061720,20230402,67,Purchased Energy,kg,1129.488
61721,EMS-061721,20220905,50,Direct Emissions,kg,394.347
61722,EMS-061722,20240624,84,Purchased Energy,kg,675.037
61723,EMS-061723,20211104,91,Direct Emissions,kg,959.149
61724,EMS-061724,20220212,83,Purchased Energy,kg,310.925
61725,EMS-061725,20251230,36,Purchased Energy,kg,306.202
61726,EMS-061726,20250829,72,Transportation,kg,1656.729
61727,EMS-061727,20241219,20,Purchased Energy,kg,494.35
61728,EMS-061728,20210126,19,Purchased Energy,kg,204.642
61729,EMS-061729,20220725,81,Purchased Energy,kg,350.058
61730,EMS-061730,20231102,99,Direct Emissions,kg,1248.594
61731,EMS-061731,20191016,34,Purchased Energy,kg,2683.475
61732,EMS-061732,20250108,46,Direct Emissions,kg,2480.501
61733,EMS-061733,20240501,99,Direct Emissions,kg,1104.209
61734,EMS-061734,20230523,100,Transportation,kg,797.249
61735,EMS-061735,20231223,20,Direct Emissions,kg,1566.605
61736,EMS-061736,20210202,50,Purchased Energy,kg,405.956
61737,EMS-061737,20211025,55,Purchased Energy,kg,3175.008
61738,EMS-061738,20231201,92,Purchased Energy,kg,280.947
61739,EMS-061739,20200621,67,Purchased Energy,kg,266.518
61740,EMS-061740,20220224,80,Transportation,kg,841.793
61741,EMS-061741,20200213,74,Purchased Energy,kg,568.9
61742,EMS-061742,20201220,63,Direct Emissions,kg,397.285
61743,EMS-061743,20240418,11,Purchased Energy,kg,330.191
61744,EMS-061744,20191207,72,Purchased Energy,kg,285.292
61745,EMS-061745,20240728,33,Purchased Energy,kg,1860.544
61746,EMS-061746,20210525,70,Purchased Energy,kg,1329.827
61747,EMS-061747,20230423,40,Purchased Energy,kg,413.745
61748,EMS-061748,20231102,37,Purchased Energy,kg,856.932
61749,EMS-061749,20200314,9,Purchased Energy,kg,187.581
61750,EMS-061750,20220628,92,Direct Emissions,kg,441.517
61751,EMS-061751,20241203,99,Transportation,kg,1302.867
61752,EMS-061752,20190416,5,Purchased Energy,kg,284.722
61753,EMS-061753,20190521,13,Purchased Energy,kg,357.941
61754,EMS-061754,20201005,44,Purchased Energy,kg,589.272
61755,EMS-061755,20210115,85,Purchased Energy,kg,900.285
61756,EMS-061756,20211010,61,Direct Emissions,kg,638.932
61757,EMS-061757,20240408,85,Direct Emissions,kg,183.11
61758,EMS-061758,20250424,40,Purchased Energy,kg,2103.46
61759,EMS-061759,20250616,13,Direct Emissions,kg,424.036
61760,EMS-061760,20220908,71,Direct Emissions,kg,1095.64
61761,EMS-061761,20220419,74,Direct Emissions,kg,549.795
61762,EMS-061762,20231018,52,Direct Emissions,kg,4705.239
61763,EMS-061763,20240904,42,Direct Emissions,kg,2844.139
61764,EMS-061764,20200308,20,Direct Emissions,kg,1080.366
61765,EMS-061765,20190515,36,Purchased Energy,kg,1039.896
61766,EMS-061766,20220225,3,Transportation,kg,1794.867
61767,EMS-061767,20190608,5,Purchased Energy,kg,175.316
61768,EMS-061768,20240702,94,Direct Emissions,kg,920.392
61769,EMS-061769,20200214,21,Purchased Energy,kg,680.353
61770,EMS-061770,20190728,50,Purchased Energy,kg,390.389
61771,EMS-061771,20230416,2,Direct Emissions,kg,841.464
61772,EMS-061772,20241025,29,Direct Emissions,kg,324.143
61773,EMS-061773,20230526,25,Purchased Energy,kg,626.102
61774,EMS-061774,20190422,5,Direct Emissions,kg,657.388
61775,EMS-061775,20230810,21,Purchased Energy,kg,479.901
61776,EMS-061776,20200623,54,Purchased Energy,kg,577.462
61777,EMS-061777,20250407,76,Purchased Energy,kg,1228.491
61778,EMS-061778,20251224,48,Purchased Energy,kg,272.196
61779,EMS-061779,20230618,3,Direct Emissions,kg,4253.809
61780,EMS-061780,20250428,60,Direct Emissions,kg,1123.923
61781,EMS-061781,20240917,56,Direct Emissions,kg,516.977
61782,EMS-061782,20211212,60,Transportation,kg,2897.029
61783,EMS-061783,20230221,77,Purchased Energy,kg,407.533
61784,EMS-061784,20200220,59,Purchased Energy,kg,405.43
61785,EMS-061785,20230702,95,Purchased Energy,kg,214.134
61786,EMS-061786,20250109,76,Transportation,kg,2668.529
61787,EMS-061787,20231204,70,Direct Emissions,kg,341.2
61788,EMS-061788,20210621,56,Transportation,kg,3606.501
61789,EMS-061789,20220311,85,Direct Emissions,kg,298.09
61790,EMS-061790,20230910,67,Transportation,kg,450.631
61791,EMS-061791,20240213,32,Direct Emissions,kg,1514.894
61792,EMS-061792,20210120,71,Direct Emissions,kg,619.951
61793,EMS-061793,20230823,70,Transportation,kg,615.702
61794,EMS-061794,20190113,22,Purchased Energy,kg,365.595
61795,EMS-061795,20230625,30,Transportation,kg,1072.357
61796,EMS-061796,20211117,54,Purchased Energy,kg,1087.543
61797,EMS-061797,20220824,50,Transportation,kg,1510.468
61798,EMS-061798,20190415,1,Direct Emissions,kg,787.066
61799,EMS-061799,20230503,81,Direct Emissions,kg,1027.076
61800,EMS-061800,20241111,19,Purchased Energy,kg,2387.989
61801,EMS-061801,20190627,14,Direct Emissions,kg,4459.458
